CASRN	Uterotrophic LEL	PhysChem Properties fu	PhysChem Properties MW, Molecular Weight	PhysChem Properties CLint	PhysChem Properties MP	PhysChem Properties pKa_ionization	PhysChem Properties LogD, pH 7.4
29911-27-1	NA	0.604800851939856	176.1412445	0.601217172187928	-7.5811149689134	1.0	1.29213175273187
85-68-7	NA	0.0136081894698528	312.136159120001	-0.564443550544092	77.3861917393544	0.0	4.46008862385422
90357-06-5	NA	0.0463989405370453	430.061040808	-0.771531140620724	177.239516378717	1.0	3.14616451762831
6424-85-7	NA	0.0707538027304569	451.083806264	-2.43219719370452	222.3307739785	1.0	-0.457374505640636
919-30-2	NA	0.292081434815579	221.144720126	-0.400350998788974	96.2975639289413	1.0	0.64378451281989
10540-29-1	0.12303349999999998	0.0199087758784235	371.224914548001	0.925425949626645	93.624902508273	1.0	3.86478451015742
1478-61-1	6.010593398	0.025284253117094	336.05849888	-0.147999510162964	164.440794382585	1.0	4.03516952720515
328-50-7	NA	0.851898197025835	146.021523292	-2.6953445664525	143.74487050003	1.0	-6.21474917690806
10418-03-8	NA	0.0896814183166822	328.251463644001	1.2816535811304	197.120520837532	1.0	2.73994647907587
1861-40-1	NA	0.00690145339333786	335.109290652	1.15614231631147	56.6216078721601	1.0	1.8743210256785
789-02-6	88.33333333333333	0.0662191201905101	351.914688688	1.19350853727879	104.47675710467	0.0	6.91425201805281
434-22-0	NA	0.219573616646793	274.193280072001	1.30422771081105	137.930515717293	1.0	2.75414706764529
80-09-1	19.939945514999998	0.0395032899520331	250.0299798	1.47095072807702	244.646857030103	1.0	-0.618974836728146
486-66-8	600.0	0.0185995250882712	254.0579088	0.987985339215939	271.264384165592	1.0	3.21078243598762
302-95-4	NA	0.0296192990891395	392.292659760001	-1.88667927113461	188.110690308401	1.0	2.15995637292349
71-36-3	NA	0.98773556390466	74.07316494	1.13518881061356	-93.9249345430808	1.0	0.85087626428796
556-67-2	250.0	0.022246428182749	296.075165368001	-3.67612398315404	13.2508384290271	0.0	6.84454716353771
97-90-5	NA	0.303942651064537	198.089208928	0.810157016128101	58.5764737318769	0.0	1.53579027570123
78-90-0	NA	0.855697104346137	74.08439832	1.14065903795283	22.7309090273423	1.0	-4.03214622196151
87-86-5	NA	0.00520559224166553	263.847003052	0.997849926187489	158.527489345647	1.0	4.44227459531714
50-22-6	NA	0.140802814521458	346.214409440001	1.05720578395264	190.228839263626	1.0	2.07105627230834
